"I am about to go to my first sorority date dash with my boyfriend. It is at Malibu Grand Prix. We are going to drive race cars and play video games. The tv has a show on about a man that slit a nine year old's throat from ear to ear. I think that is disgusting. I can't believe our society has people like this. I am very excited about my date dash. However, I have been feeling very overwhelmed with school lately. There is so much reading in every class. I don't feel like I am ever going to get caught up. College is so hard. Tomorrow I need to go get a new backpack and shirt at the Coop. I am excited about the football game on Saturday. This is my first college football game. I think it is going to be very hot and miserable. I will probably complain a lot and want to leave at half time. My friends say that they aren't going to let me leave early. It should be interesting. I also have to go straight to work after the game is over. I am going to do a lot of homework on Sunday. Hopefully I will get a little more caught up. I feel very stressed about school. This week is better than last and hopefully next week will be better than this one. I know it is going to get better. The guy on tv is a psycho. He is now saying that God told him to sacrifice the boy. He thinks he did the right thing. That is ridiculous along with the insanity plea. It makes me sick that people can do these horrible crimes and then plead insanity. This guy is not insane he is just a sicko and I think he deserves the death penalty. Tomorrow I have to go to class from 9:3011:00 and then I'm going to take a huge nap. I haven't been getting enough sleep lately. I guess I will just get used to less sleep. This college thing pretty much sucks. Sometimes I wish I would have taken the easy way out and gone to the local community college. However, I am getting a much better education here at UT. I live at home and commute everyday. This is really stressful because I have to leave my house at least one hour before class actually starts. I am about to go out now and I think this was a very interesting assignment. I am probably going to be late to the house where we are supposed to meet. ",0
"Gosh, I'm so tired right now. Crazy. and oh so overwhelmed with school. I mean how much reading could I possibly get this semester. I hate having vision problems. it just feels like everything is this world is working against me. I mean the blind people get all of their books on tape before me. well reality check. I CAN'T READ MY BOOKS EITHER. I guess I could make a big stink about it. because by law they have to arrange for me to get assistance for my disability. but its too much hassle and I already feel really uncomfortable about my disability. I mean. I just hope that if I transfer schools that they will give me more individualized assistance. something UT has no idea how to do. Why do I hate my roommate so much. I think I need therapy for how much I hate her. I actually get a pang in my stomach when I know she is at the apartment. that is a major problem. adn when I go into my apartment I close my bedroom door in order to say don't even try to talk to me"""". and the really really sad thing is that I don't think she has a clue how much I hate her. I haven't had this much rage towards someone since 11th grade. and those are the only two people in my whole entire life that I have ever hated. Staci and my spanish teacher . Its weird some people just rub me the wrong way and there is  no forgiving them. I get along with everyone. I mean everyone. so for me to have an enemy it is actually quite odd. I wonder why dan and vab always have to act like they are cool and don't care about stuff. It actually really bothers me. I mean, for God's sake, show some freaking emotion. Its so ridiculous. ummm have I mentioned how tired I am?  my eyes are closing on me. I really need to get more sleep in the future. I wonder if I really should transfer schools. I mean. that would mean moving back into my parents house. that would mean I can't come home drunk. I can't bring guys back to just hang out. gosh. all the fun stuff I do here would have to end. but then you just weigh that against my future. I mean I think if I got more assistance for my disability, I would go farther in life. which obviously is my ultimate goal. No one even knows I can't see well. I hide it so well,. I've known people for 3 years and they still don't know. I mean. they'll make fun of my vision but they never put 2 and 2 together. I wonder if I would if I was in there position?          oh my gosh. I'm soooooooo tired. now my eyes are burning. is this a sick joke?  I still have like 8 minutes to go. I don't know if I'm going to make it. my money situation is horrible. I seriously spend too much money on alcohol. I mean I spend so much freaking time studying during the week, that I feel like I  DESERVE to go out on the weekends. ya know. so I just spend my money on that. so why isn't it raining outside?  It was raining so magnificently last night. I love it when it pours rain. I reminds me of my dad. We always would go outside on our patio when it would thunder and lightning and just watch it. It was always so amusing to me and my sister and I would always have father-daughter bonding time. I miss my dad. why does he have to live in Egypt anyways. What a joke. my family does not deserve that one bit. Thank God he has a good and secure job though. otherwise I would be at a community college instead of UT right now. only 4 minutes to go. ummm. yep. once again I am tired. I got invited to a party tonight. I kinda don't want to invite dan. cause he always acts like he is too cool. when in all reality I'm too cool for him. so he feels like he has to act that way in order to compensate. Why is Suneal GAY. He is such the perfect guy for me. that royally sucks. Aren't there any straight wonderful gentlemen still left in this world of ours. I sure haven't found them. /. oh my!  1 minute. yippee        honestly that was a very excruciatingly long 20 minutes. I think you could have gotten the stream of consciousness point across by making it 10 minutes. but whatever        times up. oh darn!        peace out         ",1
"well, topday when I was sitting in the cafeteria, I was thinking about something. my roommate mike, said to me, """"congratulations for not cursing for over a certain period of time. """"  that was kinda strange because I don't usually curse until I came onto this campus. I have no idea why. he asked me if I did it at home a lot, but the truth is, no I don't. I don't usually curse. the only time I ever did that was if I felt pain or something. I never felt the need to curse and I know that it's a filthy habit. I also know that it's not a very classy thing to do. I can't figure it out. I have noticed that I curse a lot and I've made attempts to stop. but the truth is, I don't really want to because it's fun. I don't to it often enough. well, at least that's the conclusion I came up with. that's really been the only thing on my mind other than girls and big breast and stuff like that. that's kind strange too, because I know that it's not important to me. it's actually very superficial, but I don't care. I have fun talking in vulgar manners to my friends and stuff like that but that's not me at all. I know that it's not but I can't stop sometimes. well, I can but I choose not too. . FIRE DRILLL!!!  oh well. last I left off was awhile ago. I kinda lost train of thought. I don't remember what I wrote and I don't feel like reading what I wrote. now I feel kinda tired because I walked up the 13 flights of stairs. I wasn't as tiring for me as it was for my friends. I'm expecting some letters from my little sister. she's suppose to send me some important stuff like my id and credit card and stuff like that. I'm kinda worried because if someone steals the credit card, I'll be in big trouble.  a couple of my friends do drugs and have already had sex and stuff like that. I hate to pass judgements and crap like that so I pretend that it's all good. I don't even know if it's a good a idea to confront them about it. well, it's not like they're my friends or anything like that, but I did meet them here. I don't know how confidential this writting assignment is so I don't want to say too much. lets just say that I see no evil, hear no evil, and speak no evil. I'm not sure what I'm suppose to write about. I know that it's stream of consciouness but if there's nothing on my mind, what am I suppose to write about. the first time I heard about this, I thought about hemingway and his style of writting. students that went to my high school studied hemingway and I at least know that he wrote stream of consciousness.  I wonder if I'm out of breath. would that effect how well I think. cause I'm writing this stupid assignment, and I seem to have trouble because I'm thinking too much about breathing. I always have this huge headache. I think it was because it was hot outside and now it's cold. I don't know. I don't care.  actually, this assignment is kinda of easing because I can just write whatever I want and know that as long as I turn it in, I'm ok. no matter what I say or how I say it, it's all good.  but, when I came in the room after that firedrill, I didn't want to do anything but lie on my bed. I'm sleeping and my mind is wondering off in some weird way. I know I have to write for 20 min. and I have another 3-4 min. to go. I don't want to do this anymore. I'm tired. I'm not even thinking anymore. I got to pee, but I don't want to unless I'm finished with this assignment. man I got to pee. ok, I'm going to end this assignment now that I think I'm done. ",1
"Right now I am feeling a sense that I have a lot of catching up to do in my reading. Not particularly for this subject but for some of my others. my classes thid semester consist of a lot of reading. For the most part I am enjoying school. I think that it will only get better as days go by and I begin to meet more and more people. I am from Austin and hardly any of my friends came to UT. I guess that they all wanted to get away from home. I love Austin and Ut has a wonderful Interior Design program, it is in the school of Architecture. Right now I am in the Arch. library and my typing is kind of loud I hope that it is not bothering anyone. I am about to go to my next class it is an architecture  class with 500 students. Most of my classes except for one are with 500 students. (about 500)  College goes by so quickly I can't believe that it is already thursday. Where does the time go?  Since I am from Austin I have learned that living in austin and attending school in austin are totally different. I am the only family member besides my grandmother who decided to come to Ut. most of my family went to Texas Tech, A&M, and SMU. My sister just graduated college from colorado state in Ft. Collins. I love Colorado. My older brother is going to grad school at Ut dallas and working at the same time.  Over the Christmas holiday my sister and I are going to Quito, Equidor, I can't wait. Well there is so much I could say right now but I am running out of time. Sorry for all of the mistakes. ",0
"     my roommate is gone once again. to class i believe. he's a strange sucker it   really befuddles me how he denies having whey protein and instantly changes the   subject. i wish my hands weren't so swollen it might make this easier. speaking   of psycology the professors lecture today was interesting to say the least,   especially finding out that scientists sit around shocking rats to make the ejaculate   and pass out, very strange. also strange is how someone whom i thought was   one of my most hated enemies or deemed me as such is sitting next to me in that   class . and how the girl that sat next to me comes off as much more a    city   person   than she really is.      my floor is really strange, they all just sneak around, the first week i only saw one   other person that lived up here other than my roommate who is strange himself as   previously noted, i feel compelled to change my major to pys so i can deconstruct   him and make him paranoid of the world, mostly cause of the whey protein   incident. grrr and he plays video games non fucking stop it's driving me insane,   and he's s junior. i t hought he was s freshman the way his mother was helping   move him in and such, my folks didn't even help me pack back at home, they said     see ya next weekend     we're coming down for the game'    i do'nt want to do my economics homework, so i'm doing this instead as a more   viable excuse than just sitting in front of the computer chatting and checking the   weather. leastwise i'm getting something done cause i won't be here thursday or   friday on account of me going to  a horse show in springfield ill. where i'll be   competing for 2 national championships and as i think in contention for both, so it   could potentially be a very good weekend. i'm also excited about seeing some   girl friends i haven't seen in a yr and i'm hoping they are equally excited, but we'll   see. and i hope our trainer doesn't mess the horse up before i show considering   i'll have zero practice because i show right after i fly in    speaking of flying i hope that planes will be in the air and a similar thing to last   year won't happen. we had to drive 16 hours as opposed to flying since all flights   were cancelled for an indetermined amount of time. and the show's bad timing of   starting on the 12th. and of course it's the same this yr too    i hate it when my brother's girlfriend tries to talk to me and i hate it when people   ask what i'm doing, if i'm on the computer i'm on the computer i'm not doing   anything elsewise i'd be out doing it. man coke is good, the beverage of course.   so much better than pepsi and r. c. and that ripp of stuff you get at supermarkets   that have stupid names. i hate pigeons  they really bother me   the seem so unclean  especially when you are swimmin in the pool and they are drinking and bathing in   the other side  i hate that  and those grackels they just look dirty and so annoying  but the squirrels are cool i've been tempted many a time to just grab one  but i think that wouldn't be wise especially since i don't plan on visiting the health   center any time soon, so i refrain, but it would be cool  especially to see all the out-there animal rights and weirdos faces, those people   drive me insane and all the christian rhetoric don't they have something better to   do than harrass me when i'm walking early in the morning or if i'm carrying   something the bastards set it on top, ggrrrrrr, very aggrivating, and the newspaper   what up with that if we want one we'll grab it ourselves, they'd probably get rid of   more that way because the second you call out to someone they instantly take a   defensive posture even if it is free. it's this damn culture of telemarketers and   wackos, you're constantly berrated to buy something or not buy something on   grounds that somebody else or something else will benefit, without regard to the   purchaser, but one day i hope to exploit that just like the other guy because with   the right mind set and marketing ploy people will buy anything you tell them to and   that my friend has been proved over and over again. . ",1
"A of the present I guess the most common feelings I have are nervousness, excitement, sad, and happy. I imagine that these emotions are all quite normal, especially for a first year student. I guess the first two I will talk about are the """"better"""" of the bunch: happy and excitement. The main reason I am feel these would have to be that for the first time in my life I have """"true"""" responsibilty, there is not a parent or teacher looking over my shoulder to make sure I finish all my work and get it in on time, it is up to me. Secondly, I am lookinf forward to the learning style of college. No longer will I be bambarded with quesitons asking about pointless dates and useless facts, I will be asked to explain the theories and ideas taught in class. The lack of this is what I disliked about grade-school. I guess, at least in my case, for eahc """"good"""" feeling there is an oppisite, """"not-so-good"""" emotion. Most of the people I have talked to that went off to college were the most nervous about the simple fact of being away from home, """"being on your own. """"  I have friends as close as 20 minutes from home feeling the same thingas those 3000 miles away. But, at least as far as I can tell, I am not that home sick. THe part about being away from home is the fact that most of my friends are going to school at home. Granted I have a few friends going off to colleges that aren't at home or isn't UT, but the most part if my friends are not in San Antonio (home), then they are up here at UT, in fact my roommate has been a friend of mine since 8th grade. Even on top of the """"friends"""" factor, the one that gets me the most is that my girlfriend is still at home. That would have to be the hardest part about coming to UT and the reason for the most nervousness and most about of sadness. Lucky for us though San Antonio is not that far, coparatively speaking, so the amount of time we can spend together is greater than that of my friends who went to other states and have a boyfriend or girlfriend in San Antonio. Although I am in the Longhorn Band, so that, at least for the fall, is eating up most of my time, but the time we do have together we enjoy a great deal, and both of our families support us so that helps considerably. So I guess all-in-all there are a lot of good emotions and feeling in me involving the change to """"college-life"""", but nontheless there are still those """"not-so-good"""" ones residing in me. ",1
"I hope that this isn't a big deal, as I have to write for 20 minutes in a completely random manner. If I get graded on content or grammar, I'm simply done now. I've been caring a lot about my grades so far and I'm going to need to keep it up to get into law school at someplace like Georgetown or Columbia. I actually miss NYC a lot, but its a nice change down here and I'm happy to get out of Connecticut. I do miss my family a little, but I think they are doing fine and I'll be seeing them in no time. I'm glad my dad is going to be at the lacrosse tournament in Vegas come October. Still can't believe we lost in the state semi's to crappy Amity. That one kid was really good though. Maybe playing at UT will be just as fun and we'll have success. Seems like Texas lacrosse is nothing to ours, but I shouldn't get cocky yet. Its only a club team. Nobody better come in my room even though the door is open. Don't feel like being social, and its late. Its annoying that dumb Mark always locks it too every single time one of us is out of the room for five seconds. In fact, Mark is annoying in general. He seemed fine when we talked online prior to coming here, but he reminds me of Mendelson at home so much. I don't do well with these leech people too, I wish he wouldn't follow me around. But you know what, he is a really nice kid and I feel terrible saying these things, especially in some assignment that someone is reading. At least I'm nice to him in person. Waking up to him puking this morning was not cool either. ah he is awake, he better not get up here and read the screen like he always does. bah. Its funny coming to college after you're used to your friends at home. I'm glad that I don't know anyone and I'm on my own. You get to the point where you expect things of people and you know your friends so well, so coming here puts you out of your element for a bit. I think I'm meeting decent people though and I only expect to meet more and more cool people. At first I was pretty skeptical about everyone, but that's just because I was missing the guys I've had a good time with for years. Time to move on. plus I always said I needed to get out of little lame Brookfield. Zebrahead is the bomb. I don't think I ever get tired of their music. I'd like to see them in concert again sometime soon but they don't really have any dates posted. And IF I do see them again, I'm going to chill towards the back and just listen. Being up front was crazy, but its hard to enjoy sometimes when you have some annoying girl giving you elbows to the kidneys and her nappy sweaty weave is sticking to your clothes and skin. But hey, its the price you pay I suppose. Radio 104 fest was still probably the most fun of all concerts though, hahahahh especially when we dropped that girl that was crowd surfing and kicking people in the faces on purpose and she started bleeding. Its horrible I know, but its really not cool what she was doing. Plus, she was not seriously injured. girls shouldn't crowd surf anyways, there are too many dirtbag guys who are just trying to crop a feel. HAHA Like that one guy who ripped the girl's thong off. Speaking of which, I need to meet some more girls here. Emily has completely drained me over the past two years and I'm glad that I can finally be away from her and her attachment and be able to meet some people. I do like that one girl in astronomy, she seems pretty cool. Its too bad I don't see much potential in meeting anyone on or around my floor, they are all pretty private. I don't see what Tyler and Jeremy and Luke see in the girls upstairs too, they're just really loud and annoying, and not the most attractive of ladies either. You got to love UT, there are attractive girls everywhere. AHAHAH To whoever is reading this, I apologize for sounding like a complete jackass. I've talked about dropping girls on their heads, and how I think people are ugly, and how I don't think people are too cool, and how Texas lacrosse isn't very good. I probably sound like one arrogant loser. I'm really not. but I do admit that I am very confident in myself, and I think that rubs off on how I express myself. Actually, I'm probably just pretty arrogant. 311 is the best. Again, the playlist is sidetracking my thoughts. I wish I went to see them in concert here last week, but I've seen them before and I had class early the next day. Live music is the best. I think seeing STP and Cake here the first night I visited put a pretty positive spin on the place for me, that was pretty tight. There's a whole lot to do here, I love it. Last night at Sixth Street was pretty fun too even. Everything just seems cool here. I'm drawing a blank here. just listening to music. Maybe I should I have left it off when I started writing. yep drawing a blank again. Wonder if Cameron is back at his ghetto dorm yet, he is going to have to start writing this too, and I bet I'll have mine finished by the time he even gets back in his room. Okay, my 20 minutes are up, and I could continue if I wanted to, but I'm pretty tired so I think it would be best for me to just hit the sack, or play Counter Strike. ",1
"Typing, what I feel, boy that is kind of odd. Not to often do you get an assignment where you just write, write whatever you feel. What am feeling right about now. I mean, I just got back from my Economics class, with Mr. Hammerhesh, or as he says the """"Hammer. """" It was a crazy experience with some few hundred people crammed into his class. Yesterday was an eye opening experience with one of my classes having 500 + people (yours, and then two of my teachers speak limited, and I do mean limited English. What a day, at good old University of Texas. Chris Farley, I just thought of him, because I watched a DVD of his greatest hits. Farley, to me is one of america's greatest comedians, because no matter what he was doing, he made the viewer laugh. truly an outstanding comedian, with a heart the size of Texas. Unfortunately like many other great hollywood actors, comedians, and musicians, he too became inundated with drugs and alcohol. Like one of the characters he plays, Matt foley, he played with life, and life came back to bite him, and instead of living in a Van down by the River, he is living in a casket down by the prairie. So much to do, and so little time. With all these clubs an activities and class schedule, college seems like one big whirlwind. With only moments here and there to catch your breath, and sit down to relax. Which organization should I join? So many options to accept, with so many good looking ones, but which ones to focus on. In high school, I did everything, and being in charge of a lot of them I was able to schedule each event around the other. But now, I am just another tadpole in the great lake. Phones are ringing, but no one is singing in my crazy packed dorm room. the twenty minutes is running to end. You would have thought I would type more in twenty minutes, but since this whole streaming typing is new to me, I guess I did a good job. Anyway, at least I did not copy a tv repair manual in this box and put it in. ;) Well, it's on to lunch then on to many other fun classes, some immunizations, and a bike ride. But before I go, I would just like to say that Apple computers are the greatest computers in the world. And, no I am not some sort of Computer guru, I just think that Apple computers are the easiest, coolest looking, and highest performing computers in the world. And, that my friend, is all I truly have to say. Thank you, and please, have a good day. ",0
"Right now I'm feeling kind of stressed about school. economics especially. I'm really not enjoying that class. it is difficult and I haven't met anyone in the class I can ask for help. the only reason I'm taking this class is because I want to transfer to the business school. and if I don't like economics I'm wondering if all this work I'm doing is worth it. am I going to work really hard in economics all year, get into the business school and then realize I don't even like business?  I sure hope not. the reason I chose business is because I like math and I like english but I don't want to major in just math or english and business seemed to be the right combination of both. I've also thought about opening my own gymnastics or cheerleading gym when I grow up and business would really help me do that. I just hope what I'm doing right now will pay off for something in the end. I'm also torn as to wether I want to try out for the diving team. I dove in high school part time and I thought I would give it a try in college. I really wanted to cheer for texas and I tried out but didn't make it so diving is the next best thing. I don't know though if I should concentrate on cheerleading and join an allstar squad and then tryout again next year or if I should give diving a shot to be involved with an organization at ut. I thought I was going to be happy with diving but now that school has started I'm not so sure anymore. I am really enjoying myself right now without diving. I have some free time, I'm not stressed cause I have a lot to do all the time like in high school but I wonder if diving will make me more stressed and I worry I won't have enough time to study and my grades will fall. it is really important to me to make good grades right now. I am worried I am going to get to my first test and not know anything. I feel like I'm studying right now and doing all my homework and so forth but I don't know if when it comes down to it if I'm really going to konw the information. I think I'm just nervous about taking a college test. I don't know what to expect and I think after my first test I wll be ok with everything. its just what I don't know is what makes me nervous. ",0
"Hi, I will start off by introducing myself. My name is Eric Michael Beeson, and I am 19 years old and a second year student at the University of Texas at Austin. I chose this time to talk because I have something very important on my mind. I met this girl about 3 months ago exactly, to this day at summer school (ACC), and we've been going out for about 1 month and 1/2 now. Within the last 2 weeks, I've been becoming very sad, and I think it may be due to our relationship. She does something that i've never had an exgirlfriend do before, and that is. she likes to """"hangout"""" with her exboyfriend. It didn't bother me at first, I guess probably because we were just dating and not serious, but within the last month we became very serious and fell in love with each other. This is the first time i've ever been in love, by the way. I have become very jealous of this guy and sometimes even suspicious. I don't think I have suspicions of my girlfriend cheating on me, but that her exboyfriend will put a move on her, and she will realize she misses him and go back to him. I really don't know what to do. She promises me that they are just friends (you can tell we've talked about this a lot), and she does spend more time with me. Maybe i'm just insecure. I've never had a girlfriend stay loyal to me, and that's probably why I fear the same thing happening again. While i'm writing this paper she is with this guy. Let me tell you a story about what happened 2 days ago. It was a Saturday night, and I just got back to my dorm room from work around 9:00pm. At 9:10 pm, my girlfriend calls, and I ask her """"What's up?"""" I was expecting her to have some plans for us, but instead she calls to tell me she's """"checking on me"""" and that she's going to her exboyfriend's house to watch Saturday Night Live with him because it's a tradition they have had for awhile. I became upset, as you could imagine, and she could tell on the phone. I told her that my roommate and I were going out, and that I would talk to her some other time then. So, my roommate and I prep to go out. I should probably mention that I have had a habit of doing dip, snuff, tobacco, or whatever the proper term is for it, and i've been attempting to break the habit for my girlfriend since she hates it. Well, I grab the last dip can I had in my room (it was in the trash can half empty), and I put the biggest dip all along my lower lip. I was so pissed off! My roommate and I then start walking out the doors to our cars, and as I walk out the sliding door, there she is! First thing she says to me is. """"You have dip in. """" We were a couple of very angry people that night. She had canceled plans with her exbf to come see me. I was then obligated to cancel with my roommate. We walked into my dorm room, and had a long talk that night. She was very upset at me for dipping, but she is also trying to reassure me that she and her exboyfriend are just friends and nothing more. It's very hard for me to cope with. I don't want to break up with her because I like her so much, and I feel we are very compatible aside from this one issue that I don't see eyetoeye with her on. I'm going to try to go along with this and maybe get to know her exboyfriend a little bit better. Maybe that will help me. Only time will tell. Well, it's been fun, but my time is up now. Thanks. ",0
